Scenario - MEG
Logfile written - 10/08/2021 13:27:42

Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index
128	Picture	white1_pain_false	3582299	19360	1	5167	1	19360	5000	other	0
129	Picture	white1_pain_false	3607465	19000	1	5167	1	19000	5000	other	0
130	Picture	white1_pain_false	3629131	15540	1	5167	1	15540	5000	other	0
131	Picture	black1_pain_true	3653465	18190	1	5167	1	18190	5000	other	0
132	Picture	black1_pain_false	3671631	11940	1	5167	1	11940	5000	other	0
133	Picture	white1_pain_false	3695298	17480	1	5167	1	17480	5000	other	0
134	Picture	white1_pain_false	3718297	16740	1	5167	1	16740	5000	other	0
135	Picture	white1_pain_true	3742630	18120	1	5167	1	18120	5000	other	0
136	Picture	latin1_pain_true	3768130	19360	1	5167	1	19360	5000	other	0
137	Picture	asian1_pain_false	3785130	10820	1	5167	1	10820	5000	other	0
138	Picture	white1_pain_false	3802463	11100	1	5167	1	11100	5000	other	0
139	Picture	white1_pain_true	3824796	16130	1	5167	1	16130	5000	other	0
140	Picture	asian1_pain_false	3845463	14600	1	5167	1	14600	5000	other	0
141	Picture	white1_pain_false	3866463	14870	1	5167	1	14870	5000	other	0
142	Picture	white1_pain_true	3885629	12990	1	5167	1	12990	5000	other	0
143	Picture	black1_pain_false	3907962	16190	1	5167	1	16190	5000	other	0
144	Picture	white1_pain_false	3928962	14920	1	5167	1	14920	5000	other	0
145	Picture	white1_pain_true	3950462	15310	1	5167	1	15310	5000	other	0
146	Picture	white1_pain_false	3969795	13090	1	5167	1	13090	5000	other	0
147	Picture	asian1_pain_false	3995461	19580	1	5167	1	19580	5000	other	0
148	Picture	asian1_pain_false	4015461	13830	1	5167	1	13830	5000	other	0
149	Picture	white1_pain_false	4039461	17920	1	5167	1	17920	5000	other	0
150	Picture	white1_pain_true	4056294	10690	1	5167	1	10690	5000	other	0
151	Picture	asian1_pain_false	4081127	18620	1	5167	1	18620	5000	other	0
152	Picture	question	4105127	18700	1	30166	1	18700	30000	other	0
153	Picture	white1_pain_true	4155127	18700	1	5167	1	18700	5000	other	0
154	Picture	latin1_pain_true	4172626	11450	1	5167	1	11450	5000	other	0
155	Picture	white1_pain_false	4196459	17770	1	5167	1	17770	5000	other	0
156	Picture	white1_pain_true	4216459	13780	1	5167	1	13780	5000	other	0
157	Picture	white1_pain_true	4233959	11340	1	5167	1	11340	5000	other	0
158	Picture	white1_pain_false	4251959	11830	1	5167	1	11830	5000	other	0
159	Picture	asian1_pain_false	4274459	16400	1	5167	1	16400	5000	other	0
160	Picture	asian1_pain_false	4299125	18540	1	5167	1	18540	5000	other	0
161	Picture	white1_pain_false	4318458	13230	1	5167	1	13230	5000	other	0
162	Picture	white1_pain_false	4344125	19500	1	5167	1	19500	5000	other	0
163	Picture	latin1_pain_false	4364458	14230	1	5167	1	14230	5000	other	0
164	Picture	white1_pain_true	4380958	10340	1	5167	1	10340	5000	other	0
165	Picture	white1_pain_false	4402457	15230	1	5167	1	15230	5000	other	0
166	Picture	latin1_pain_false	4422291	13680	1	5167	1	13680	5000	other	0
167	Picture	black1_pain_false	4443957	15540	1	5167	1	15540	5000	other	0
168	Picture	white1_pain_false	4462624	12430	1	5167	1	12430	5000	other	0
169	Picture	white1_pain_false	4485790	16950	1	5167	1	16950	5000	other	0
170	Picture	black1_pain_false	4508456	16470	1	5167	1	16470	5000	other	0
171	Picture	white1_pain_true	4526123	11430	1	5167	1	11430	5000	other	0
172	Picture	white1_pain_true	4544623	12260	1	5167	1	12260	5000	other	0
173	Picture	black1_pain_true	4568789	17960	1	5167	1	17960	5000	other	0
174	Picture	white1_pain_false	4594956	19960	1	5167	1	19960	5000	other	0
175	Picture	black1_pain_false	4616955	15890	1	5167	1	15890	5000	other	0
176	Picture	black1_pain_true	4642288	19270	1	5167	1	19270	5000	other	0
177	Picture	black1_pain_false	4665788	17290	1	5167	1	17290	5000	other	0
178	Picture	white1_pain_false	4688788	16830	1	5167	1	16830	5000	other	0
179	Picture	latin1_pain_true	4706788	11840	1	5167	1	11840	5000	other	0
180	Picture	asian1_pain_true	4728454	15480	1	5167	1	15480	5000	other	0
181	Picture	white1_pain_true	4744788	10230	1	5167	1	10230	5000	other	0
182	Picture	white1_pain_false	4769287	18340	1	5167	1	18340	5000	other	0
183	Picture	latin1_pain_false	4791120	15570	1	5167	1	15570	5000	other	0
184	Picture	latin1_pain_false	4812620	15470	1	5167	1	15470	5000	other	0
185	Picture	white1_pain_false	4832620	13820	1	5167	1	13820	5000	other	0
186	Picture	white1_pain_false	4854620	15850	1	5167	1	15850	5000	other	0
187	Picture	white1_pain_true	4877286	16470	1	5167	1	16470	5000	other	0
188	Picture	white1_pain_false	4901453	18060	1	5167	1	18060	5000	other	0
189	Picture	latin1_pain_false	4918786	11220	1	5167	1	11220	5000	other	0
190	Picture	white1_pain_false	4944619	19750	1	5167	1	19750	5000	other	0
191	Picture	white1_pain_false	4970619	19830	1	5167	1	19830	5000	other	0
192	Picture	white1_pain_false	4992452	15680	1	5167	1	15680	5000	other	0
193	Picture	white1_pain_false	5016618	18060	1	5167	1	18060	5000	other	0
194	Picture	black1_pain_true	5038785	16060	1	5167	1	16060	5000	other	0
195	Picture	black1_pain_false	5057285	12330	1	5167	1	12330	5000	other	0
196	Picture	white1_pain_true	5075118	11670	1	5167	1	11670	5000	other	0
197	Picture	latin1_pain_true	5098951	17710	1	5167	1	17710	5000	other	0
198	Picture	white1_pain_false	5117617	12560	1	5167	1	12560	5000	other	0
199	Picture	black1_pain_false	5140450	16640	1	5167	1	16640	5000	other	0
200	Picture	latin1_pain_false	5157617	10970	1	5167	1	10970	5000	other	0
201	Picture	latin1_pain_false	5175450	11640	1	5167	1	11640	5000	other	0
202	Picture	latin1_pain_false	5201283	19700	1	5167	1	19700	5000	other	0
203	Picture	white1_pain_true	5225616	18160	1	5167	1	18160	5000	other	0
204	Picture	white1_pain_true	5248283	16510	1	5167	1	16510	5000	other	0
205	Picture	white1_pain_false	5273116	18670	1	5167	1	18670	5000	other	0
206	Picture	start_experiment	5919443	0	1	5167	1	0	5000	other	0
207	Picture	asian1_pain_false	6032609	12210	1	5167	1	12210	5000	other	0
208	Picture	white1_pain_true	6053275	14490	1	5167	1	14490	5000	other	0
209	Picture	white1_pain_false	6076775	17340	1	5167	1	17340	5000	other	0
210	Picture	white1_pain_true	6102608	19740	1	5167	1	19740	5000	other	0
211	Picture	asian1_pain_true	6120608	11810	1	5167	1	11810	5000	other	0
212	Picture	white1_pain_true	6137774	11020	1	5167	1	11020	5000	other	0
213	Picture	white1_pain_true	6157441	13490	1	5167	1	13490	5000	other	0
214	Picture	black1_pain_false	6176441	12810	1	5167	1	12810	5000	other	0
215	Picture	asian1_pain_false	6196274	13700	1	5167	1	13700	5000	other	0
216	Picture	white1_pain_true	6220607	18190	1	5167	1	18190	5000	other	0
217	Picture	white1_pain_false	6238273	11540	1	5167	1	11540	5000	other	0
218	Picture	white1_pain_false	6260440	16040	1	5167	1	16040	5000	other	0
219	Picture	asian1_pain_false	6278440	11910	1	5167	1	11910	5000	other	0
220	Picture	asian1_pain_false	6296773	12040	1	5167	1	12040	5000	other	0
221	Picture	white1_pain_true	6315606	12710	1	5167	1	12710	5000	other	0
222	Picture	white1_pain_false	6341439	19620	1	5167	1	19620	5000	other	0
223	Picture	question	6363439	16780	1	30166	1	16780	30000	other	0
224	Picture	latin1_pain_true	6411438	16780	1	5167	1	16780	5000	other	0
225	Picture	white1_pain_true	6428771	11100	1	5167	1	11100	5000	other	0
226	Picture	white1_pain_false	6445438	10490	1	5167	1	10490	5000	other	0
227	Picture	latin1_pain_true	6464438	12880	1	5167	1	12880	5000	other	0
228	Picture	white1_pain_false	6485438	14790	1	5167	1	14790	5000	other	0
229	Picture	black1_pain_false	6505104	13550	1	5167	1	13550	5000	other	0
230	Picture	latin1_pain_false	6529937	18730	1	5167	1	18730	5000	other	0
231	Picture	white1_pain_false	6552770	16610	1	5167	1	16610	5000	other	0
232	Picture	asian1_pain_false	6569770	10790	1	5167	1	10790	5000	other	0
233	Picture	white1_pain_false	6589103	13120	1	5167	1	13120	5000	other	0
234	Picture	black1_pain_true	6610770	15470	1	5167	1	15470	5000	other	0
235	Picture	white1_pain_false	6634770	17820	1	5167	1	17820	5000	other	0
236	Picture	latin1_pain_true	6659269	18360	1	5167	1	18360	5000	other	0
237	Picture	white1_pain_false	6683436	18090	1	5167	1	18090	5000	other	0
238	Picture	black1_pain_true	6709435	19950	1	5167	1	19950	5000	other	0
239	Picture	white1_pain_false	6731935	16290	1	5167	1	16290	5000	other	0
240	Picture	latin1_pain_false	6751102	13110	1	5167	1	13110	5000	other	0
241	Picture	black1_pain_true	6769602	12360	1	5167	1	12360	5000	other	0
242	Picture	black1_pain_false	6788268	12560	1	5167	1	12560	5000	other	0
243	Picture	asian1_pain_false	6811435	16990	1	5167	1	16990	5000	other	0
244	Picture	question	6827768	11090	1	30166	1	11090	30000	other	0
245	Picture	white1_pain_true	6870267	11090	1	5167	1	11090	5000	other	0
246	Picture	white1_pain_false	6888601	12170	1	5167	1	12170	5000	other	0
247	Picture	white1_pain_false	6906934	12290	1	5167	1	12290	5000	other	0
248	Picture	white1_pain_true	6932433	19300	1	5167	1	19300	5000	other	0
249	Picture	white1_pain_false	6950600	11960	1	5167	1	11960	5000	other	0
250	Picture	black1_pain_true	6968100	11380	1	5167	1	11380	5000	other	0
251	Picture	asian1_pain_false	6987266	12970	1	5166	1	12970	5000	other	0
252	Picture	white1_pain_false	7006266	12830	1	5167	1	12830	5000	other	0
253	Picture	white1_pain_false	7031932	19620	1	5167	1	19620	5000	other	0
254	Picture	asian1_pain_false	7057932	19740	1	5167	1	19740	5000	other	0
255	Picture	white1_pain_true	7080932	16850	1	5167	1	16850	5000	other	0
256	Picture	white1_pain_false	7103432	16430	1	5167	1	16430	5000	other	0
257	Picture	white1_pain_true	7122598	13010	1	5167	1	13010	5000	other	0
258	Picture	question	7145265	17420	1	30166	1	17420	30000	other	0
259	Picture	white1_pain_true	7194098	17420	1	5167	1	17420	5000	other	0
260	Picture	asian1_pain_false	7218097	17880	1	5167	1	17880	5000	other	0
261	Picture	black1_pain_false	7239430	15120	1	5167	1	15120	5000	other	0
262	Picture	white1_pain_true	7263597	18090	1	5167	1	18090	5000	other	0
263	Picture	white1_pain_true	7281597	11790	1	5167	1	11790	5000	other	0
264	Picture	white1_pain_true	7302263	14570	1	5167	1	14570	5000	other	0
265	Picture	black1_pain_true	7320930	12440	1	5167	1	12440	5000	other	0
266	Picture	black1_pain_false	7342096	14950	1	5167	1	14950	5000	other	0
267	Picture	asian1_pain_true	7365429	17240	1	5167	1	17240	5000	other	0
268	Picture	white1_pain_false	7388596	17090	1	5167	1	17090	5000	other	0
269	Picture	asian1_pain_true	7404762	10110	1	5167	1	10110	5000	other	0
270	Picture	white1_pain_false	7426595	15730	1	5167	1	15730	5000	other	0
271	Picture	white1_pain_true	7451595	18790	1	5167	1	18790	5000	other	0
272	Picture	white1_pain_true	7468262	10540	1	5167	1	10540	5000	other	0
273	Picture	white1_pain_true	7487095	12630	1	5167	1	12630	5000	other	0
274	Picture	white1_pain_true	7508095	14760	1	5167	1	14760	5000	other	0
275	Picture	latin1_pain_false	7531094	16780	1	5167	1	16780	5000	other	0
276	Picture	white1_pain_false	7547761	10530	1	5167	1	10530	5000	other	0
277	Picture	latin1_pain_false	7572427	18460	1	5167	1	18460	5000	other	0
278	Picture	white1_pain_true	7590760	12200	1	5167	1	12200	5000	other	0
279	Picture	black1_pain_false	7610427	13580	1	5167	1	13580	5000	other	0
280	Picture	white1_pain_true	7635760	19200	1	5167	1	19200	5000	other	0
281	Picture	asian1_pain_false	7656760	14780	1	5167	1	14780	5000	other	0
282	Picture	white1_pain_false	7673093	10230	1	5167	1	10230	5000	other	0
283	Picture	white1_pain_false	7690926	11630	1	5167	1	11630	5000	other	0
284	Picture	black1_pain_false	7713593	16590	1	5167	1	16590	5000	other	0
285	Picture	black1_pain_true	7731759	11850	1	5167	1	11850	5000	other	0
286	Picture	asian1_pain_false	7755259	17390	1	5167	1	17390	5000	other	0
287	Picture	black1_pain_true	7780092	18610	1	5167	1	18610	5000	other	0
288	Picture	black1_pain_false	7803592	17380	1	5167	1	17380	5000	other	0
289	Picture	white1_pain_false	7825758	15870	1	5167	1	15870	5000	other	0
290	Picture	latin1_pain_true	7845091	13200	1	5167	1	13200	5000	other	0
291	Picture	white1_pain_false	7862258	10980	1	5167	1	10980	5000	other	0
292	Picture	white1_pain_true	7884091	15640	1	5167	1	15640	5000	other	0
293	Picture	black1_pain_false	7906924	16670	1	5167	1	16670	5000	other	0
294	Picture	black1_pain_false	7931091	17960	1	5167	1	17960	5000	other	0
295	Picture	white1_pain_true	7948424	11220	1	5167	1	11220	5000	other	0
296	Picture	black1_pain_false	7973090	18450	1	5167	1	18450	5000	other	0
297	Picture	black1_pain_true	7989423	10240	1	5167	1	10240	5000	other	0
298	Picture	white1_pain_false	8014090	18510	1	5167	1	18510	5000	other	0
299	Picture	white1_pain_false	8033256	13060	1	5167	1	13060	5000	other	0
300	Picture	white1_pain_true	8057756	18260	1	5167	1	18260	5000	other	0
301	Picture	question	8080756	17750	1	30166	1	17750	30000	other	0
302	Picture	asian1_pain_true	8129755	17750	1	5167	1	17750	5000	other	0
303	Picture	white1_pain_false	8152588	16730	1	5167	1	16730	5000	other	0
304	Picture	latin1_pain_false	8171255	12450	1	5167	1	12450	5000	other	0
305	Picture	white1_pain_false	8188755	11330	1	5167	1	11330	5000	other	0
306	Picture	white1_pain_true	8208255	13400	1	5167	1	13400	5000	other	0
307	Picture	white1_pain_true	8224421	10050	1	5167	1	10050	5000	other	0
308	Picture	latin1_pain_false	8249588	18930	1	5167	1	18930	5000	other	0
309	Picture	latin1_pain_false	8274587	18860	1	5167	1	18860	5000	other	0
310	Picture	white1_pain_true	8295754	15110	1	5167	1	15110	5000	other	0
