Scenario - MEG
Logfile written - 10/08/2021 13:08:09

Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index

1	Picture	start_experiment	50333	0	1	5167	1	0	5000	other	0
2	Picture	white1_pain_false	165332	13890	1	5167	1	13890	5000	other	0
3	Picture	black1_pain_false	191165	19590	1	5167	1	19590	5000	other	0
4	Picture	asian1_pain_true	214665	17260	1	5167	1	17260	5000	other	0
5	Picture	asian1_pain_false	234498	13670	1	5167	1	13670	5000	other	0
6	Picture	black1_pain_false	256831	16120	1	5167	1	16120	5000	other	0
7	Picture	latin1_pain_false	282831	19760	1	5167	1	19760	5000	other	0
8	Picture	black1_pain_false	302664	13660	1	5167	1	13660	5000	other	0
9	Picture	white1_pain_true	320330	11570	1	5167	1	11570	5000	other	0
10	Picture	white1_pain_false	337830	11300	1	5167	1	11300	5000	other	0
11	Picture	white1_pain_false	363997	19880	1	5167	1	19880	5000	other	0
12	Picture	white1_pain_false	380496	10310	1	5167	1	10310	5000	other	0
13	Picture	asian1_pain_true	406496	19910	1	5167	1	19910	5000	other	0
14	Picture	white1_pain_false	429496	16810	1	5167	1	16810	5000	other	0
15	Picture	white1_pain_false	453329	17670	1	5167	1	17670	5000	other	0
16	Picture	white1_pain_false	477495	18080	1	5167	1	18080	5000	other	0
17	Picture	asian1_pain_false	499829	16220	1	5167	1	16220	5000	other	0
18	Picture	asian1_pain_true	520662	14710	1	5167	1	14710	5000	other	0
19	Picture	latin1_pain_false	545828	19020	1	5167	1	19020	5000	other	0
20	Picture	white1_pain_true	565161	13160	1	5167	1	13160	5000	other	0
21	Picture	white1_pain_false	586161	14790	1	5167	1	14790	5000	other	0
22	Picture	black1_pain_true	610828	18560	1	5167	1	18560	5000	other	0
23	Picture	white1_pain_true	628327	11310	1	5167	1	11310	5000	other	0
24	Picture	latin1_pain_false	648161	13640	1	5167	1	13640	5000	other	0
25	Picture	latin1_pain_false	666994	12580	1	5167	1	12580	5000	other	0
26	Picture	white1_pain_false	685660	12450	1	5167	1	12450	5000	other	0
27	Picture	asian1_pain_false	710660	18830	1	5167	1	18830	5000	other	0
28	Picture	latin1_pain_false	733660	16840	1	5167	1	16840	5000	other	0
29	Picture	black1_pain_false	750826	11040	1	5167	1	11040	5000	other	0
30	Picture	latin1_pain_true	772993	15930	1	5167	1	15930	5000	other	0
31	Picture	black1_pain_false	795992	16810	1	5167	1	16810	5000	other	0
32	Picture	asian1_pain_false	818826	16750	1	5167	1	16750	5000	other	0
33	Picture	white1_pain_false	841825	16880	1	5167	1	16880	5000	other	0
34	Picture	white1_pain_false	860825	12920	1	5167	1	12920	5000	other	0
35	Picture	black1_pain_false	878992	12070	1	5167	1	12070	5000	other	0
36	Picture	latin1_pain_false	896825	11710	1	5167	1	11710	5000	other	0
37	Picture	white1_pain_true	915491	12480	1	5167	1	12480	5000	other	0
38	Picture	white1_pain_false	932991	11390	1	5167	1	11390	5000	other	0
39	Picture	asian1_pain_true	957158	18000	1	5167	1	18000	5000	other	0
40	Picture	black1_pain_false	975991	12740	1	5166	1	12740	5000	other	0
41	Picture	latin1_pain_false	995991	13880	1	5167	1	13880	5000	other	0
42	Picture	latin1_pain_false	1017824	15600	1	5167	1	15600	5000	other	0
43	Picture	asian1_pain_true	1043490	19570	1	5167	1	19570	5000	other	0
44	Picture	white1_pain_false	1060823	11200	1	5167	1	11200	5000	other	0
45	Picture	latin1_pain_false	1083990	17070	1	5167	1	17070	5000	other	0
46	Picture	white1_pain_true	1107489	17340	1	5167	1	17340	5000	other	0
47	Picture	white1_pain_true	1132156	18530	1	5167	1	18530	5000	other	0
48	Picture	latin1_pain_false	1148656	10430	1	5167	1	10430	5000	other	0
49	Picture	white1_pain_false	1168489	13650	1	5167	1	13650	5000	other	0
50	Picture	white1_pain_true	1185489	10830	1	5167	1	10830	5000	other	0
51	Picture	white1_pain_false	1203155	11510	1	5167	1	11510	5000	other	0
52	Picture	white1_pain_false	1221322	12010	1	5167	1	12010	5000	other	0
53	Picture	black1_pain_false	1240322	12830	1	5167	1	12830	5000	other	0
54	Picture	latin1_pain_true	1258155	11650	1	5167	1	11650	5000	other	0
55	Picture	white1_pain_false	1282488	18150	1	5167	1	18150	5000	other	0
56	Picture	white1_pain_false	1299988	11230	1	5167	1	11230	5000	other	0
57	Picture	latin1_pain_false	1324654	18520	1	5167	1	18520	5000	other	0
58	Picture	latin1_pain_false	1349487	18710	1	5167	1	18710	5000	other	0
59	Picture	white1_pain_true	1368487	12860	1	5167	1	12860	5000	other	0
60	Picture	white1_pain_true	1387987	13350	1	5167	1	13350	5000	other	0
61	Picture	asian1_pain_false	1410820	16700	1	5167	1	16700	5000	other	0
62	Picture	asian1_pain_true	1428820	11850	1	5167	1	11850	5000	other	0
63	Picture	asian1_pain_false	1448153	13170	1	5167	1	13170	5000	other	0
64	Picture	white1_pain_true	1473986	19720	1	5167	1	19720	5000	other	0
65	Picture	black1_pain_true	1497819	17590	1	5167	1	17590	5000	other	0
66	Picture	white1_pain_false	1520985	17060	1	5167	1	17060	5000	other	0
67	Picture	latin1_pain_true	1546485	19370	1	5167	1	19370	5000	other	0
68	Picture	asian1_pain_false	1571652	19050	1	5167	1	19050	5000	other	0
69	Picture	black1_pain_false	1596651	18840	1	5167	1	18840	5000	other	0
70	Picture	asian1_pain_false	1618985	16190	1	5167	1	16190	5000	other	0
71	Picture	black1_pain_false	1641318	16200	1	5167	1	16200	5000	other	0
72	Picture	white1_pain_false	1659651	12180	1	5167	1	12180	5000	other	0
73	Picture	white1_pain_false	1681817	15990	1	5167	1	15990	5000	other	0
74	Picture	asian1_pain_false	1702150	14250	1	5167	1	14250	5000	other	0
75	Picture	white1_pain_true	1727983	19680	1	5167	1	19680	5000	other	0
76	Picture	latin1_pain_false	1750650	16600	1	5167	1	16600	5000	other	0
77	Picture	white1_pain_true	1776316	19570	1	5167	1	19570	5000	other	0
78	Picture	white1_pain_false	1797149	14610	1	5167	1	14610	5000	other	0
79	Picture	white1_pain_false	1822483	19150	1	5167	1	19150	5000	other	0
80	Picture	black1_pain_true	1840149	11540	1	5167	1	11540	5000	other	0
81	Picture	white1_pain_true	1859482	13200	1	5167	1	13200	5000	other	0
82	Picture	black1_pain_false	1879649	14080	1	5167	1	14080	5000	other	0
83	Picture	black1_pain_false	1895982	10190	1	5167	1	10190	5000	other	0
84	Picture	white1_pain_false	1922148	19900	1	5167	1	19900	5000	other	0
85	Picture	white1_pain_false	1941648	13230	1	5167	1	13230	5000	other	0
86	Picture	white1_pain_false	1958148	10440	1	5167	1	10440	5000	other	0
87	Picture	asian1_pain_false	1980814	16460	1	5167	1	16460	5000	other	0
88	Picture	latin1_pain_false	1999314	12280	1	5167	1	12280	5000	other	0
89	Picture	white1_pain_false	2020647	15110	1	5167	1	15110	5000	other	0
90	Picture	white1_pain_false	2042647	15840	1	5167	1	15840	5000	other	0
91	Picture	white1_pain_true	2065314	16580	1	5167	1	16580	5000	other	0
92	Picture	asian1_pain_true	2089313	17790	1	5167	1	17790	5000	other	0
93	Picture	black1_pain_false	2111146	15610	1	5167	1	15610	5000	other	0
94	Picture	white1_pain_true	2134980	17710	1	5167	1	17710	5000	other	0
95	Picture	asian1_pain_true	2153313	12030	1	5167	1	12030	5000	other	0
96	Picture	asian1_pain_false	2169979	10550	1	5167	1	10550	5000	other	0
97	Picture	asian1_pain_false	2192812	16620	1	5167	1	16620	5000	other	0
98	Picture	white1_pain_false	2210312	11360	1	5167	1	11360	5000	other	0
99	Picture	white1_pain_false	2235312	18900	1	5167	1	18900	5000	other	0
100	Picture	white1_pain_false	2260145	18730	1	5167	1	18730	5000	other	0
101	Picture	asian1_pain_false	2283811	17430	1	5167	1	17430	5000	other	0
102	Picture	latin1_pain_false	2306811	16900	1	5167	1	16900	5000	other	0
103	Picture	asian1_pain_false	2325644	12590	1	5167	1	12590	5000	other	0
104	Picture	latin1_pain_false	2343811	11960	1	5167	1	11960	5000	other	0
105	Picture	white1_pain_false	2369477	19480	1	5167	1	19480	5000	other	0
106	Picture	asian1_pain_false	2389144	13500	1	5167	1	13500	5000	other	0
107	Picture	latin1_pain_false	2406977	11640	1	5167	1	11640	5000	other	0
108	Picture	latin1_pain_false	2429310	16140	1	5167	1	16140	5000	other	0
109	Picture	white1_pain_false	2446643	11130	1	5167	1	11130	5000	other	0
110	Picture	white1_pain_false	2470310	17410	1	5167	1	17410	5000	other	0
111	Picture	latin1_pain_true	2493643	17070	1	5167	1	17070	5000	other	0
112	Picture	asian1_pain_false	2510143	10350	1	5167	1	10350	5000	other	0
113	Picture	asian1_pain_false	2527309	11050	1	5167	1	11050	5000	other	0
114	Picture	white1_pain_false	2550809	17320	1	5167	1	17320	5000	other	0
115	Picture	latin1_pain_false	2576309	19410	1	5167	1	19410	5000	other	0
116	Picture	white1_pain_false	2601809	19260	1	5167	1	19260	5000	other	0
117	Picture	latin1_pain_false	2619308	11310	1	5167	1	11310	5000	other	0
118	Picture	white1_pain_false	2639141	13640	1	5167	1	13640	5000	other	0
119	Picture	asian1_pain_true	2663308	18010	1	5167	1	18010	5000	other	0
120	Picture	black1_pain_true	2681308	11850	1	5167	1	11850	5000	other	0
121	Picture	white1_pain_false	2699308	11860	1	5167	1	11860	5000	other	0
122	Picture	latin1_pain_false	2724141	18580	1	5167	1	18580	5000	other	0
123	Picture	latin1_pain_false	2746140	15770	1	5167	1	15770	5000	other	0
124	Picture	white1_pain_true	2771640	19280	1	5167	1	19280	5000	other	0
125	Picture	white1_pain_true	2795640	17790	1	5167	1	17790	5000	other	0
126	Picture	latin1_pain_true	2818973	17240	1	5167	1	17240	5000	other	0
